2507,12,6,10,38
3007,2,7,10,123
3507,13,8,9,84
4007,37,9,7,306
4507,39,10,8,288
5007,8,11,10,38
5507,6,12,8,117
6007,7,13,7,568
6507,21,14,8,451
7007,35,15,9,1222
7507,8,16,10,38
8007,2,17,9,92
8507,16,18,9,54
9007,22,19,8,384
9507,32,20,6,68
10007,10,21,10,201
10507,35,22,7,552
8,34,1,10,53
508,38,2,8,107
1008,1,3,10,104
1508,26,4,8,140
2008,25,5,10,356
2508,24,6,9,38
3008,28,7,10,60
3508,1,8,9,158
4008,7,9,10,169
4508,35,10,6,361
5008,26,11,9,38
5508,37,12,8,91
6008,30,13,10,436
6508,8,14,10,492
7008,7,15,9,859
7508,28,16,10,44
8008,2,17,10,99
8508,18,18,10,44
9008,12,19,7,564
9508,31,20,6,40
10008,19,21,8,72
10508,14,22,8,280
9,17,1,9,37
509,39,2,10,68
1009,34,3,10,82
1509,17,4,10,130
2009,17,5,7,274
2509,23,6,10,32
3009,23,7,10,101
3509,31,8,8,125
4009,21,9,10,279
4509,6,10,9,560
5009,35,11,9,64
5509,34,12,9,135
6009,13,13,8,234
6509,35,14,10,641
7009,31,15,10,925
7509,28,16,10,43
8009,30,17,8,63
8509,38,18,10,30
9009,18,19,6,285
9509,39,20,8,76
10009,8,21,10,240
10509,19,22,8,341
10,30,1,10,42
510,29,2,10,85
1010,4,3,9,84
1510,3,4,8,213
2010,19,5,9,410
2510,27,6,9,43
3010,14,7,8,117
3510,38,8,7,169
4010,11,9,10,213
4510,13,10,6,463
5010,26,11,9,46
5510,10,12,9,209
6010,7,13,9,449
6510,26,14,7,674
7010,29,15,9,1145
7510,6,16,9,37
8010,6,17,10,38
8510,5,18,9,49
9010,25,19,8,577
9510,20,20,9,96
10010,21,21,6,104
10510,9,22,9,480
11,37,1,8,47
511,5,2,9,101
1011,8,3,10,157
1511,21,4,10,93
2011,6,5,9,430
2511,14,6,8,52
3011,24,7,8,110
3511,7,8,10,61
4011,7,9,6,303
4511,6,10,9,296
5011,24,11,9,30
5511,37,12,9,146
6011,10,13,7,235
6511,13,14,9,689
7011,35,15,8,1058
7511,8,16,9,18
8011,31,17,9,83
8511,32,18,9,94
9011,17,19,10,382
9511,8,20,8,109
10011,13,21,10,214
10511,19,22,10,441
12,30,1,8,41
512,33,2,9,83
1012,3,3,8,128
1512,4,4,8,110
2012,33,5,7,199
2512,24,6,9,51
3012,21,7,10,75
3512,12,8,9,92
4012,36,9,8,112
4512,3,10,9,311
5012,28,11,10,47
5512,36,12,7,114
6012,9,13,8,436
6512,9,14,10,507
7012,38,15,6,1044
7512,14,16,9,43
8012,8,17,9,36
8512,39,18,10,55
9012,8,19,10,593
9512,31,20,10,116
10012,36,21,8,129
10512,11,22,6,519
13,22,1,9,47
513,31,2,10,72
1013,21,3,9,87
1513,3,4,9,130
2013,5,5,6,257
2513,23,6,8,44
3013,20,7,10,47
3513,37,8,8,115
4013,35,9,10,297
4513,25,10,8,449
5013,35,11,10,52
5513,21,12,8,168
6013,36,13,9,558
6513,14,14,10,328
7013,26,15,6,648
7513,32,16,9,33
8013,28,17,9,117
8513,24,18,9,59
9013,4,19,8,448
9513,13,20,10,94
10013,36,21,8,202
10513,7,22,8,292
14,21,1,8,46
514,13,2,9,64
1014,18,3,8,94
1514,1,4,9,209
2014,11,5,7,235
2514,20,6,10,30
3014,25,7,10,63
3514,29,8,8,116
4014,4,9,7,246
4514,33,10,5,300
5014,39,11,9,32
5514,29,12,9,121
6014,11,13,10,349
6514,18,14,7,677
7014,14,15,9,1016
7514,28,16,10,44
8014,19,17,9,60
8514,5,18,10,91
9014,32,19,8,478
9514,21,20,10,42
10014,12,21,6,238
10514,15,22,8,529
15,37,1,8,51
515,20,2,8,83
1015,6,3,10,140
1515,6,4,8,130
2015,23,5,9,430
2515,27,6,8,29
3015,14,7,8,65
3515,16,8,10,61
4015,13,9,7,257
4515,22,10,8,531
5015,28,11,10,58
5515,1,12,9,93
6015,38,13,10,510
6515,2,14,6,335
7015,39,15,8,721
7515,20,16,9,40
8015,21,17,10,65
8515,23,18,9,94
9015,38,19,10,328
9515,12,20,8,61
10015,28,21,7,108
10515,21,22,7,365
16,7,1,9,69
516,34,2,9,117
1016,17,3,8,108
1516,30,4,8,191
2016,10,5,8,266
2516,19,6,9,52
3016,35,7,8,95
3516,18,8,8,138
4016,26,9,6,253
4516,27,10,8,553
5016,19,11,7,41
5516,5,12,8,166
6016,18,13,9,303
6516,8,14,9,457
7016,14,15,7,771
7516,19,16,10,32
8016,27,17,8,65
8516,25,18,8,44
9016,9,19,7,406
9516,33,20,8,91
10016,22,21,10,217
10516,11,22,9,587
17,14,1,8,55
517,31,2,9,55
1017,37,3,10,76
1517,4,4,8,179
2017,29,5,7,296
2517,15,6,9,52
3017,35,7,8,48
3517,23,8,8,143
4017,16,9,9,198
4517,15,10,9,279
5017,19,11,7,30
5517,34,12,7,99
6017,8,13,9,454
6517,19,14,9,631
7017,32,15,6,1201
7517,1,16,9,38
8017,32,17,9,40
8517,22,18,10,60
9017,39,19,9,517
9517,13,20,9,83
10017,15,21,7,157
10517,13,22,8,565
18,26,1,10,69
518,14,2,9,143
1018,26,3,8,81
1518,38,4,9,115
2018,22,5,10,230
2518,35,6,10,28
3018,12,7,10,49
3518,1,8,10,130
4018,31,9,8,252
4518,9,10,8,519
5018,13,11,7,62
5518,4,12,8,94
6018,33,13,10,450
6518,19,14,9,554
7018,1,15,6,744
7518,32,16,10,36
8018,9,17,9,32
8518,38,18,8,76
9018,34,19,7,387
9518,1,20,9,78
10018,23,21,9,154
10518,23,22,6,502
19,28,1,10,37
519,14,2,9,92
1019,16,3,10,148
1519,35,4,10,90
2019,16,5,10,499
2519,22,6,8,55
3019,37,7,9,94
3519,2,8,7,63
4019,3,9,7,250
4519,9,10,6,449
5019,12,11,9,68
5519,16,12,8,142
6019,22,13,7,480
6519,11,14,9,583
7019,15,15,8,545
7519,13,16,9,37
8019,11,17,10,88
8519,39,18,9,36
9019,9,19,7,399
9519,13,20,7,94
10019,6,21,5,192
10519,14,22,7,194
20,16,1,9,31
520,21,2,9,53
1020,8,3,10,94
1520,19,4,10,94
2020,13,5,9,221
2520,23,6,10,55
3020,24,7,9,80
3520,4,8,9,124
4020,20,9,6,122
4520,31,10,7,478
5020,18,11,10,24
5520,17,12,8,115
6020,6,13,7,205
6520,20,14,7,691
7020,11,15,5,754
7520,16,16,10,20
8020,28,17,8,63
8520,3,18,10,86
9020,28,19,10,438
9520,15,20,7,100
10020,2,21,5,187
10520,16,22,6,228
21,38,1,9,26
521,32,2,10,110
1021,19,3,9,96
1521,7,4,10,216
2021,3,5,9,232
2521,33,6,9,57
3021,5,7,10,48
3521,36,8,10,95
4021,16,9,8,162
4521,39,10,7,170
5021,37,11,8,60
5521,35,12,7,154
6021,4,13,10,221
6521,37,14,5,352
7021,12,15,5,745
7521,13,16,10,39
8021,21,17,9,48
8521,35,18,8,87
9021,39,19,9,611
9521,9,20,10,93
10021,13,21,5,198
10521,21,22,8,565
22,34,1,10,38
522,17,2,9,67
1022,34,3,9,152
1522,13,4,10,158
2022,20,5,6,388
2522,7,6,8,36
3022,29,7,8,114
3522,11,8,7,76
4022,7,9,6,258
4522,22,10,10,550
5022,17,11,7,64
5522,18,12,9,79
6022,27,13,9,514
6522,32,14,10,617
7022,5,15,10,1111
7522,38,16,10,43
8022,17,17,10,89
8522,32,18,8,23
9022,24,19,6,408
9522,36,20,9,71
10022,38,21,6,169
10522,33,22,9,235
23,4,1,8,37
523,27,2,9,65
1023,2,3,10,146
1523,29,4,10,159
2023,25,5,8,302
2523,23,6,8,54
3023,24,7,9,63
3523,20,8,10,164
4023,36,9,8,214
4523,7,10,8,528
5023,19,11,9,44
5523,35,12,10,182
6023,12,13,8,245
6523,29,14,8,592
7023,5,15,5,850
7523,34,16,10,30
8023,32,17,10,91
8523,31,18,9,75
9023,20,19,7,634
9523,11,20,5,27
10023,20,21,10,77
10523,6,22,10,255
24,20,1,10,41
524,12,2,10,133
1024,39,3,10,171
1524,17,4,10,118
2024,31,5,8,300
2524,8,6,10,31
3024,31,7,9,121
3524,32,8,7,99
4024,13,9,10,278
4524,17,10,10,517
5024,1,11,9,36
5524,3,12,9,193
6024,10,13,8,298
6524,22,14,7,345
7024,2,15,6,779
7524,35,16,9,32
8024,27,17,8,118
8524,21,18,10,50
9024,13,19,9,493
9524,5,20,8,22
10024,14,21,6,180
10524,34,22,8,448
25,2,1,10,55
525,39,2,9,93
1025,5,3,8,118
1525,10,4,8,141
2025,9,5,8,290
2525,11,6,10,30
3025,3,7,9,63
3525,24,8,7,132
4025,39,9,9,146
4525,39,10,5,300
5025,20,11,8,54
5525,25,12,7,111
6025,14,13,9,416
6525,11,14,5,778
7025,6,15,8,1245
7525,19,16,9,23
8025,6,17,10,91
8525,13,18,9,55
9025,27,19,8,291
9525,31,20,7,50
10025,5,21,10,95
10525,17,22,6,471
26,9,1,9,41
526,19,2,9,87
1026,16,3,10,129
1526,15,4,9,164
2026,38,5,10,150
2526,13,6,9,21
3026,19,7,9,74
3526,39,8,10,155
4026,30,9,7,210
4526,39,10,6,561
5026,3,11,10,40
5526,17,12,8,180
6026,31,13,9,435
6526,19,14,9,367
7026,26,15,5,1015
7526,6,16,10,28
8026,34,17,10,50
8526,16,18,9,46
9026,5,19,8,582
9526,13,20,9,95
10026,30,21,5,211
10526,34,22,9,246
27,11,1,9,39
527,20,2,8,84
1027,11,3,8,147
1527,5,4,9,215
2027,8,5,7,412
2527,26,6,10,47
3027,17,7,10,71
3527,5,8,8,152
4027,19,9,10,263
4527,1,10,9,471
5027,29,11,10,33
5527,27,12,10,213
6027,14,13,9,436
6527,35,14,9,361
7027,21,15,7,712
7527,19,16,9,41
8027,20,17,9,75
8527,3,18,8,46
9027,9,19,8,601
9527,35,20,8,54
10027,22,21,5,116
10527,36,22,8,446
28,12,1,9,26
528,34,2,10,66
1028,5,3,10,158
1528,3,4,8,214
2028,29,5,7,395
2528,34,6,8,32
3028,13,7,10,103
3528,7,8,10,154
4028,38,9,9,211
4528,32,10,8,331
5028,3,11,9,51
5528,11,12,7,78
6028,35,13,10,439
6528,4,14,7,521
7028,15,15,9,712
7528,7,16,9,30
8028,9,17,9,102
8528,7,18,9,59
9028,30,19,7,413
9528,38,20,5,28
10028,11,21,10,153
10528,27,22,9,311
29,7,1,9,31
529,25,2,9,132
1029,34,3,9,71
1529,30,4,9,223
2029,14,5,6,237
2529,27,6,9,49
3029,38,7,10,60
3529,22,8,10,88
4029,20,9,10,164
4529,35,10,5,202
5029,21,11,7,74
5529,15,12,8,133
6029,29,13,10,351
6529,38,14,7,761
7029,7,15,7,661
7529,18,16,10,22
8029,5,17,9,51
8529,21,18,9,78
9029,9,19,8,511
9529,15,20,10,109
10029,18,21,6,211
10529,4,22,6,343
30,12,1,9,40
530,9,2,8,75
1030,2,3,9,133
1530,7,4,10,107
2030,10,5,8,407
2530,33,6,9,34
3030,1,7,8,63
3530,8,8,10,61
4030,8,9,9,232
4530,34,10,8,429
5030,30,11,7,32
5530,16,12,8,192
6030,2,13,8,447
6530,31,14,5,354
7030,19,15,7,591
7530,17,16,9,37
8030,35,17,9,74
8530,2,18,10,78
9030,21,19,8,408
9530,37,20,8,61
10030,31,21,9,173
10530,7,22,10,217
31,15,1,10,42
531,9,2,8,144
1031,6,3,8,115
1531,10,4,10,115
2031,17,5,6,485
2531,14,6,10,49
3031,21,7,8,50
3531,5,8,8,112
4031,32,9,9,176
4531,33,10,7,473
5031,9,11,7,31
5531,38,12,10,132
6031,37,13,8,391
6531,22,14,10,446
7031,33,15,5,770
7531,39,16,9,31
8031,14,17,8,65
8531,4,18,9,89
9031,29,19,9,371
9531,22,20,8,94
10031,33,21,9,88
10531,36,22,7,513
32,4,1,10,61
532,38,2,8,80
1032,11,3,9,168
1532,6,4,8,93
2032,32,5,9,179
2532,38,6,10,42
3032,30,7,8,93
3532,10,8,8,127
4032,28,9,6,175
4532,37,10,8,290
5032,16,11,9,60
5532,34,12,8,108
6032,1,13,9,344
6532,36,14,6,594
7032,16,15,6,506
7532,6,16,10,37
8032,8,17,9,62
8532,30,18,10,65
9032,14,19,7,560
9532,13,20,6,54
10032,36,21,10,170
10532,30,22,10,269
33,26,1,9,58
533,12,2,8,52
1033,8,3,9,122
1533,15,4,8,109
2033,31,5,8,383
2533,7,6,10,39
3033,2,7,10,112
3533,14,8,9,166
4033,8,9,6,269
4533,3,10,10,300
5033,10,11,9,71
5533,26,12,9,123
6033,1,13,9,400
6533,6,14,6,532
7033,38,15,8,1001
7533,31,16,10,32
8033,33,17,10,111
8533,34,18,9,62
9033,6,19,6,338
9533,29,20,8,80
10033,30,21,10,240
10533,32,22,6,351
34,11,1,8,25
534,4,2,10,58
1034,17,3,10,70
1534,31,4,8,222
2034,7,5,9,213
2534,22,6,10,29
3034,20,7,10,69
3534,38,8,8,107
4034,25,9,8,307
4534,33,10,5,465
5034,9,11,9,39
5534,24,12,7,111
6034,26,13,7,373
6534,4,14,8,624
7034,6,15,7,1188
7534,5,16,10,29
8034,5,17,8,49
8534,39,18,9,94
9034,25,19,9,381
9534,36,20,9,50
10034,13,21,5,127
10534,14,22,8,180
35,8,1,8,41
535,24,2,10,84
1035,20,3,10,74
1535,29,4,10,153
2035,21,5,7,353
2535,3,6,8,55
3035,13,7,8,80
3535,34,8,7,105
4035,36,9,8,141
4535,7,10,10,333
5035,24,11,8,40
5535,35,12,9,116
6035,4,13,7,334
6535,4,14,8,523
7035,35,15,10,1202
7535,22,16,10,20
8035,29,17,9,62
8535,2,18,8,72
9035,33,19,8,385
9535,33,20,6,114
10035,2,21,8,180
10535,10,22,9,514
36,35,1,9,33
536,17,2,8,102
1036,14,3,8,86
1536,5,4,10,110
2036,16,5,9,158
2536,35,6,10,40
3036,15,7,8,115
3536,2,8,10,101
4036,4,9,9,284
4536,17,10,5,614
5036,16,11,7,56
5536,12,12,9,141
6036,19,13,9,564
6536,4,14,8,333
7036,39,15,6,502
7536,20,16,10,38
8036,11,17,8,101
8536,21,18,9,85
9036,2,19,6,455
9536,30,20,6,81
10036,37,21,7,242
10536,14,22,7,211
37,11,1,9,59
537,11,2,9,121
1037,36,3,10,74
1537,34,4,10,167
2037,29,5,6,256
2537,20,6,9,44
3037,12,7,9,45
3537,11,8,10,71
4037,25,9,6,232
4537,26,10,5,281
5037,2,11,10,42
5537,15,12,7,160
6037,18,13,7,428
6537,16,14,7,508
7037,20,15,10,739
7537,17,16,9,19
8037,12,17,10,69
8537,10,18,9,23
9037,21,19,10,416
9537,21,20,9,103
10037,20,21,8,177
10537,6,22,7,573
38,23,1,10,51
538,36,2,10,102
1038,16,3,9,74
1538,4,4,10,172
2038,38,5,8,200
2538,35,6,9,40
3038,11,7,8,92
3538,11,8,9,72
4038,25,9,7,239
4538,8,10,8,360
5038,10,11,10,66
5538,1,12,10,181
6038,16,13,9,213
6538,14,14,9,605
7038,23,15,5,686
7538,6,16,10,41
8038,11,17,8,93
8538,29,18,8,76
9038,20,19,10,550
9538,14,20,8,80
10038,15,21,6,241
10538,39,22,9,561
39,24,1,10,46
539,34,2,10,123
1039,10,3,10,95
1539,7,4,10,127
2039,34,5,10,382
2539,39,6,9,38
3039,8,7,10,81
3539,18,8,8,107
4039,29,9,8,145
4539,1,10,8,246
5039,8,11,9,62
5539,2,12,7,105
6039,17,13,9,268
6539,9,14,10,639
7039,30,15,5,1095
7539,22,16,9,29
8039,9,17,8,64
8539,15,18,10,46
9039,9,19,9,608
9539,5,20,8,119
10039,5,21,5,157
10539,33,22,10,306
40,5,1,9,24
540,34,2,10,88
1040,29,3,10,138
1540,17,4,10,137
2040,36,5,8,513
2540,38,6,9,50
3040,39,7,9,89
3540,3,8,8,89
4040,38,9,8,136
4540,13,10,6,549
5040,23,11,7,42
5540,33,12,7,181
6040,31,13,9,537
6540,29,14,6,695
7040,1,15,6,1161
7540,30,16,9,35
8040,24,17,10,48
8540,21,18,9,70
9040,13,19,9,612
9540,14,20,7,97
10040,17,21,9,194
10540,22,22,7,350
41,35,1,8,56
541,37,2,8,67
1041,10,3,9,138
1541,4,4,9,139
2041,12,5,7,328
2541,35,6,10,21
3041,10,7,10,80
3541,39,8,8,91
4041,33,9,10,190
4541,24,10,10,195
5041,38,11,8,27
5541,7,12,10,129
6041,20,13,9,416
6541,34,14,8,710
7041,33,15,7,626
7541,8,16,9,20
8041,18,17,10,43
8541,33,18,9,53
9041,33,19,7,481
9541,39,20,10,74
10041,15,21,10,119
10541,21,22,8,331
42,12,1,8,38
542,28,2,10,60
1042,13,3,10,106
1542,9,4,8,116
2042,19,5,8,202
2542,5,6,9,45
3042,21,7,9,74
3542,29,8,9,64
4042,16,9,7,198
4542,31,10,8,392
5042,35,11,9,47
5542,3,12,10,189
6042,13,13,10,231
6542,14,14,8,489
7042,32,15,10,813
7542,1,16,9,44
8042,39,17,9,77
8542,21,18,8,80
9042,37,19,9,365
9542,35,20,7,30
10042,2,21,5,139
10542,13,22,6,582
43,29,1,8,59
543,1,2,9,58
1043,27,3,9,76
1543,20,4,10,166
2043,37,5,7,397
2543,6,6,8,39
3043,32,7,9,81
3543,11,8,8,93
4043,31,9,10,111
4543,16,10,6,373
5043,27,11,9,32
5543,5,12,9,152
6043,38,13,8,184
6543,12,14,6,582
7043,4,15,9,1012
7543,36,16,10,28
8043,16,17,8,40
8543,13,18,9,47
9043,22,19,10,374
9543,29,20,10,27
10043,22,21,6,89
10543,26,22,6,283
44,28,1,8,38
544,3,2,9,83
1044,24,3,9,75
1544,9,4,8,228
2044,13,5,8,464
2544,26,6,9,25
3044,35,7,8,95
3544,35,8,8,79
4044,34,9,6,142
4544,26,10,5,224
5044,18,11,10,47
5544,36,12,7,107
6044,27,13,10,213
6544,24,14,5,764
7044,25,15,10,946
7544,34,16,9,39
8044,12,17,10,42
8544,16,18,10,48
9044,12,19,7,468
9544,39,20,9,47
10044,28,21,5,130
10544,39,22,8,446
45,38,1,9,59
545,31,2,8,140
1045,38,3,9,92
1545,30,4,8,120
2045,28,5,7,396
2545,2,6,10,42
3045,16,7,9,109
3545,23,8,7,95
4045,24,9,6,232
4545,25,10,10,615
5045,13,11,8,45
5545,4,12,10,195
6045,26,13,8,349
6545,12,14,7,357
7045,36,15,10,541
7545,28,16,9,35
8045,34,17,10,75
8545,11,18,10,86
9045,34,19,7,536
9545,26,20,10,94
10045,39,21,5,242
10545,3,22,8,350
46,3,1,9,65
546,16,2,10,128
1046,25,3,8,113
1546,25,4,10,90
2046,20,5,8,455
2546,34,6,9,32
3046,16,7,8,52
3546,1,8,7,168
4046,18,9,7,194
4546,28,10,10,361
5046,7,11,9,30
5546,21,12,8,147
6046,5,13,8,437
6546,6,14,7,686
7046,22,15,5,806
7546,12,16,10,34
8046,7,17,10,34
8546,38,18,10,54
9046,35,19,10,297
9546,20,20,7,58
10046,17,21,8,229
10546,25,22,9,294
47,11,1,8,67
547,1,2,10,125
1047,26,3,10,75
1547,7,4,8,139
2047,22,5,6,504
2547,7,6,10,52
3047,35,7,10,67
3547,3,8,7,157
4047,31,9,10,186
4547,22,10,6,289
5047,16,11,9,50
5547,38,12,10,153
6047,25,13,8,318
6547,32,14,9,504
7047,7,15,10,976
7547,29,16,10,30
8047,9,17,8,49
8547,21,18,10,46
9047,17,19,7,429
9547,36,20,6,72
10047,33,21,9,237
10547,17,22,7,414
48,39,1,10,50
548,36,2,8,89
1048,7,3,9,115
1548,30,4,10,153
2048,36,5,10,286
2548,39,6,9,48
3048,22,7,9,120
3548,37,8,8,67
4048,34,9,8,195
4548,22,10,10,313
5048,34,11,9,71
5548,25,12,10,104
6048,12,13,9,542
6548,24,14,6,358
7048,33,15,5,824
7548,31,16,9,42
8048,16,17,9,114
8548,39,18,9,88
9048,35,19,9,279
9548,16,20,5,37
10048,27,21,5,218
10548,17,22,7,320
49,38,1,9,64
549,8,2,9,138
1049,19,3,9,116
1549,33,4,9,146
2049,28,5,8,455
2549,2,6,8,38
3049,2,7,10,62
3549,26,8,7,92
4049,20,9,9,183
4549,3,10,7,577
5049,25,11,9,47
5549,8,12,7,86
6049,19,13,8,536
6549,6,14,6,489
7049,1,15,8,565
7549,24,16,9,29
8049,19,17,8,106
8549,30,18,9,64
9049,28,19,9,394
9549,1,20,9,65
10049,1,21,10,124
10549,26,22,7,328
50,12,1,9,31
550,22,2,10,131
1050,35,3,9,97
1550,20,4,8,121
2050,23,5,10,151
2550,23,6,10,25
3050,7,7,8,79
3550,27,8,10,109
4050,24,9,7,116
4550,19,10,5,330
5050,30,11,8,49
5550,35,12,9,111
6050,12,13,9,380
6550,37,14,10,568
7050,2,15,10,694
7550,33,16,9,32
8050,9,17,9,69
8550,23,18,10,80
9050,36,19,7,630
9550,32,20,10,20
10050,32,21,10,197
10550,24,22,10,409
51,24,1,8,46
551,25,2,10,94
1051,3,3,9,171
1551,5,4,10,133
2051,29,5,8,281
2551,14,6,10,56
3051,14,7,8,127
3551,21,8,9,127
4051,33,9,9,269
4551,26,10,7,353
5051,39,11,10,67
5551,29,12,7,85
6051,1,13,7,507
6551,2,14,10,496
7051,9,15,7,876
7551,22,16,10,18
8051,28,17,10,75
8551,19,18,8,56
9051,22,19,9,613
9551,3,20,6,98
10051,11,21,9,126
10551,4,22,9,238
52,16,1,8,49
552,19,2,10,143
1052,1,3,9,159
1552,30,4,8,127
2052,36,5,7,198
2552,28,6,8,35
3052,2,7,8,100
3552,31,8,7,72
4052,6,9,7,257
4552,28,10,7,259
5052,7,11,8,50
5552,26,12,10,175
6052,3,13,8,218
6552,17,14,7,528
7052,33,15,10,759
7552,25,16,9,39
8052,8,17,8,88
8552,35,18,10,33
9052,22,19,8,444
9552,26,20,7,35
10052,9,21,6,165
10552,35,22,9,205
53,33,1,10,24
553,22,2,10,75
1053,4,3,10,114
1553,28,4,9,99
2053,20,5,8,290
2553,5,6,10,34
3053,9,7,10,111
3553,4,8,10,151
4053,34,9,6,253
4553,10,10,8,485
5053,19,11,8,32
5553,7,12,10,195
6053,20,13,9,219
6553,1,14,8,609
7053,39,15,10,896
7553,13,16,9,21
8053,11,17,10,109
8553,34,18,9,57
9053,21,19,8,369
9553,21,20,8,110
10053,21,21,9,181
10553,28,22,8,277
54,14,1,10,31
554,34,2,10,112
1054,4,3,8,96
1554,36,4,9,127
2054,25,5,7,241
2554,38,6,10,23
3054,20,7,9,105
3554,29,8,9,149
4054,26,9,9,145
4554,32,10,5,507
5054,7,11,10,42
5554,3,12,7,176
6054,15,13,10,240
6554,5,14,6,730
7054,34,15,9,496
7554,27,16,10,32
8054,21,17,9,55
8554,36,18,10,42
9054,1,19,9,586
9554,5,20,5,18
10054,6,21,6,121
10554,4,22,10,431
55,23,1,9,64
555,30,2,10,82
1055,24,3,9,73
1555,18,4,9,227
2055,35,5,10,414
2555,11,6,10,34
3055,15,7,9,59
3555,2,8,10,71
4055,38,9,9,292
4555,37,10,10,254
5055,10,11,10,71
5555,1,12,8,198
6055,29,13,7,245
6555,18,14,6,369
7055,33,15,5,484
7555,7,16,9,34
8055,25,17,9,97
8555,18,18,8,71
9055,4,19,7,644
9555,26,20,6,96
10055,19,21,9,109
10555,39,22,8,554
56,15,1,9,24
556,39,2,8,51
1056,2,3,8,99
1556,1,4,10,122
2056,4,5,10,370
2556,11,6,9,32
3056,8,7,10,62
3556,2,8,8,126
4056,5,9,9,272
4556,31,10,8,619
5056,14,11,7,62
5556,29,12,7,99
6056,30,13,10,327
6556,39,14,6,451
7056,36,15,6,940
7556,32,16,10,43
8056,16,17,10,111
8556,28,18,10,82
9056,12,19,9,641
9556,14,20,5,51
10056,12,21,8,146
10556,15,22,9,233
57,12,1,8,30
557,32,2,9,93
1057,6,3,10,120
1557,25,4,8,226
2057,28,5,9,192
2557,14,6,9,36
3057,24,7,9,81
3557,7,8,10,71
4057,25,9,10,201
4557,5,10,10,473
5057,33,11,10,67
5557,35,12,10,78
6057,16,13,9,354
6557,17,14,5,435
7057,26,15,9,1193
7557,35,16,9,19
8057,7,17,8,98
8557,5,18,8,53
9057,17,19,8,619
9557,37,20,9,25
10057,29,21,5,173
10557,30,22,6,337
58,14,1,10,50
558,32,2,8,113
1058,11,3,8,160
1558,17,4,10,108
2058,34,5,6,305
2558,19,6,8,29
3058,18,7,10,75
3558,1,8,7,93
4058,30,9,8,231
4558,4,10,10,576
5058,10,11,7,63
5558,16,12,10,146
6058,12,13,10,341
6558,15,14,6,492
7058,5,15,6,484
7558,20,16,9,18
8058,35,17,9,118
8558,14,18,10,29
9058,29,19,6,515
9558,21,20,9,35
10058,33,21,8,209
10558,14,22,6,457
59,19,1,10,33
559,14,2,8,53
1059,23,3,10,144
1559,21,4,9,160
2059,25,5,8,385
